# Pathway HUMAnN v4.0.0.alpha.1	SRR28210342	SRR28210343	SRR28210344	SRR28210345	SRR28210346	SRR28210347	SRR28210348	SRR28210349	SRR28210350	SRR28210351	SRR28210352	SRR28210353	SRR28210354	SRR28210355	SRR28210356	SRR28210357	SRR28210358	SRR28210359	SRR28210360	SRR28210361	SRR28210362	SRR28210363	SRR28210364	SRR28210365	SRR28210366	SRR28210367	SRR28210368	SRR28210369	SRR28210370	SRR28210371	SRR28210372	SRR28210373	SRR28210374	SRR28210375	SRR28210376	SRR28210377	SRR28210378	SRR28210379	SRR28210380	SRR28210381
FOLSYN-PWY: superpathway of tetrahydrofolate biosynthesis and salvage	8668.3590683621	10396.1064761755	7762.5428682563	12982.2550664386	8440.8390658953	16540.5624708221	3002.1497807507	7746.6849082338	7756.9143077220	6452.9721201964	8304.6403565517	6371.7621937201	16857.4028309839	7182.0310355477	10748.5210794357	3961.5058617383	11781.1373396098	3899.7776216587	5449.0631332251	7197.1221626683	4512.0325219165	6954.7658736131	4302.2699617363	5498.6358075949	6523.7270747929	3433.8291853828	6902.8675239179	18799.2995543317	8493.4153035839	9411.4696394953	4440.9537809838	5541.5322706707	6592.5332638435	7593.2572706105	6342.5891484872	7012.1105176724	16836.0878208888	13552.6393929008	8868.1717625436	13672.1756603987
FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation	6302.9287394830	5984.0137321700	4051.9516641376	7389.7508516895	4731.8036952697	12868.8612055304	3810.4588855045	4335.6159487494	4017.2784055003	2940.1872776793	3821.5164324031	2008.7385504288	13238.2571201025	2832.3236870494	2728.4928633216	1476.2330543758	7034.0838372109	3029.4736442845	1389.0485066517	4839.7665923089	1777.3424614414	4701.6281469343	4511.3465217507	3366.8930470272	2644.3553717357	2968.9376951184	3974.3779034756	8774.5040846303	7121.3223749696	4460.1107388448	2753.6532184852	3155.0679646702	3411.9425886807	1834.6208434905	3248.2732914524	1487.3865309242	8653.5784585018	8486.6322382421	7254.7163336777	4251.9378586335
FUCCAT-PWY: fucose degradation	4347.0569372719	3238.2719877218	2308.8455107226	4580.1711997540	2831.1178437313	8221.7577065565	4744.7450954448	3062.9816337775	2589.0234627256	2582.7480775229	2101.6025574493	1081.9142208273	10991.6796934994	2224.7098811522	1554.3899261745	1276.4652011659	4104.1977777174	1943.4533492652	680.6829707756	3235.6537395580	1722.2275831229	3603.3496847860	3702.5249315100	3054.5373576034	2629.4640515056	1800.3277308810	2225.6598451746	5230.2691811995	5850.4054858446	2708.9315937657	2051.0548695647	2140.4320655785	3994.0830916453	902.5713665698	2932.0690450308	718.7542318458	5226.4743431022	5042.0105608365	4994.1784320286	5337.2385157442
GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation	827.7382197121	1919.7859685096	1202.1031413604	3394.4202530181	3762.9035249966	4162.2768106185	322.2717792507	1184.1887997162	272.1453666212	509.9237964937	2302.9930094499	1104.9528353574	12215.6768518701	119.8341571595	1699.7589612133	606.2276920718	846.8853077989	460.4442045567	280.8566316708	804.5332004724	331.6382298443	1983.4300101280	677.3744128374	673.0584686344	1519.4466774194	1028.2737699675	1621.2925926543	5479.0582181092	2244.9986840629	163.3002391730	53.9393606085	421.9825577065	720.8946012477	240.9926882884	862.0108100297	489.7396314736	4895.1896111877	3325.7994454696	3138.6278770357	595.8364441588
GALACTARDEG-PWY: D-galactarate degradation I	2051.4991822649	2102.5225805554	3013.6042839355	5763.8548164250	4913.3364716881	6894.1844041510	523.9420025348	1571.0248755222	4834.3934732904	3263.5883245203	2443.8283984775	1006.4850991301	17510.2783627193	106.3633494272	2413.9188230618	3136.9321602832	2750.5758435900	727.6941650461	1929.0872667070	1988.7539096120	607.1289332136	3098.5975745979	1619.9615552504	2492.1516108205	1144.5951985991	1776.3686566969	3182.3571337293	9802.0139023527	3578.5453574563	2636.2792123981	505.8072684474	988.0151865074	2260.3561489669	2084.1574691381	1114.5272751096	2470.5962487047	5822.3385856341	6156.8799806542	4550.7178542758	2121.5127223926
GALACTITOLCAT-PWY: galactitol degradation	307.5626568518	297.1137815272	405.4986470539	13291.7754140278	671.3068355839	2167.8932756413	87.7907849607	665.9667447209	3653.2942901904	146.4197006601	171.5600328426	656.5260722035	1662.3157216449	769.5152232524	2112.7012092159	199.7552993585	183.4521970430	244.6167128504	88.3750403538	106.1925183274	197.1189368240	2719.2256656218	216.8223638730	617.1061222772	878.4619232390	211.4201306746	59.4081729827	1799.8403449614	937.2621054466	13.9992667258	57.1465164146	182.7309820970	365.7491037084	122.9227928177	890.2564156147	151.7468127806	3456.9663253752	1039.8495523006	529.8070836139	522.6272646385
GALLATE-DEGRADATION-I-PWY: gallate degradation II	19.1174708023	0	19.9165207083	108.3693955545	97.5168213437	684.9725059301	0	0	0	0	0	60.5350285357	0	0	0	0	244.7561405063	0	0	0	0	780.7203995728	0	115.2732738590	0	0	0	9.3859362604	31.2803839268	0	0	0	188.3543195219	0	0	0	0	282.6150500704	15.2852982562	37.5618628654
GALLATE-DEGRADATION-II-PWY: gallate degradation I	19.1174708023	0	19.9165207083	108.3693955545	97.5168213437	684.9725059301	0	0	0	0	6.1166441470	60.5350285357	0	0	0	0	244.7561405063	0	0	0	0	780.7203995728	0	115.2732738590	0	0	0	9.3859362604	31.2803839268	0	0	0	188.3543195219	0	0	0	0	282.6150500704	19.2618615602	37.5618628654
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation	12323.1270433501	17489.1906424440	29347.3977217728	24527.6351598529	13531.5425547057	22416.8937107191	7439.4991888635	12179.6824933950	11570.8863021041	15388.9830748197	8938.2018131052	7839.0142654629	19831.2018613473	14592.3490800655	10349.4634942107	22027.4234957621	19047.8019196780	8520.9097686740	9241.8900666568	8396.6678088628	15449.9612788642	10076.5673386250	11529.8161795458	9705.8582535899	16981.7421124736	8608.2283144891	10962.5525948317	26763.7861355028	13149.2729466084	13472.9069612301	11326.7623852602	11844.6964097101	9528.4480892967	10497.4267942944	13065.5150695869	12600.4969807097	23841.7245675779	19402.5456676882	18084.0132433957	20584.4867676942
GLUCARDEG-PWY: D-glucarate degradation I	1355.1051692497	648.8420484564	1126.7754422319	4985.0655231737	3432.3242333293	4878.9541078467	515.9461167720	1448.5561068999	483.9740176952	1398.5644592673	636.8812353094	531.0201062363	15295.8005890438	95.4953016997	601.7799801212	1170.5338478191	1428.2258615924	627.3097773727	531.7393183394	287.4075202682	462.3507535885	2878.2289930151	685.9491106923	1063.3181589552	952.0025675126	585.5423802514	1207.9473591073	5195.1838119508	2311.7614233944	2112.3784316394	175.0412645449	185.1857041549	1620.5962912775	319.3408260744	873.1191218385	1833.9392325357	4531.4374237712	2808.4973406455	1557.1944660444	2074.7761313578
GLUCARGALACTSUPER-PWY: superpathway of D-glucarate and D-galactarate degradation	2051.4991822649	2102.5225805554	3013.6042839355	5763.8548164250	4913.3364716881	6894.1844041510	523.9420025348	1571.0248755222	4834.3934732904	3263.5883245203	2443.8283984775	1006.4850991301	17510.2783627193	106.3633494272	2413.9188230618	3136.9321602832	2750.5758435900	727.6941650461	1929.0872667070	1988.7539096120	607.1289332136	3098.5975745979	1619.9615552504	2492.1516108205	1144.5951985991	1776.3686566969	3182.3571337293	9802.0139023527	3578.5453574563	2636.2792123981	505.8072684474	988.0151865074	2260.3561489669	2084.1574691381	1114.5272751096	2470.5962487047	5822.3385856341	6156.8799806542	4550.7178542758	2121.5127223926
GLUCONEO-PWY: gluconeogenesis I	38836.7395508347	45689.2706465349	40233.0407141754	40439.9507193617	19983.8580545565	45553.3173278106	22679.4909798137	16559.6754485548	22462.4474679619	21250.3142534201	21479.0053105315	18608.3090659565	24953.7332114447	15173.7763442396	21731.1573341084	22086.9174571269	37676.3502697934	22181.9068173294	19519.7774569256	22879.2456807936	18147.3640290408	20826.9701753730	24076.4546238944	23090.0224767067	19661.0116547588	23131.6071645281	22860.7028544581	40289.0269448419	21200.5299914569	22924.1846737350	23906.8093368156	22050.5544167199	21210.2823704798	21381.8884995428	24235.3251052873	22040.5970678988	36937.9347861583	42068.3621287979	42805.9704127830	35695.4586528361
GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation	34891.1327652687	44585.7069808240	50481.4202386601	60293.3715722354	23549.0044610361	49701.9456750633	32915.3452258707	22348.2681391263	23980.8833452233	33521.7710804415	26165.8203561101	23145.2099391999	30609.2712045002	21202.8808192347	23886.7507264025	48668.0832626667	38160.4900113499	22498.0834304668	25985.7786202583	20190.1324334682	23700.7341863282	24315.0027677136	30006.7911179817	29769.6566691338	25428.3832140017	29226.5722897407	26116.6580967208	46440.9936981909	32527.9001103365	0	24507.9311674180	26441.2851163231	23194.6082443320	22752.1143675520	24452.1492993366	23124.4212968374	42207.6817417971	50909.3588202776	48746.6510577687	48144.1688897284
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronosides degradation	10896.3680544545	14512.0653788739	17368.9913805226	14364.3082276038	11970.5778062440	19662.9247159719	5374.9790030143	6556.5578500058	8591.9180666347	12577.9594940076	11310.2321853751	7025.8731038774	13710.4364356401	2457.9190058485	9083.1756054915	7280.6254660742	18238.9673266514	5029.3601937380	10151.3160611977	8875.3463843153	5093.9368547008	3100.1879879241	4061.7598398142	12367.6947703080	7905.2440622871	11554.2512381651	12627.0245513079	25166.7894906423	11096.0596032427	10147.5630801328	8176.4138866336	10916.6103150386	13605.0882508506	9906.9824875612	9173.8313040897	14351.1960114749	16900.2179185679	19450.0369616930	22626.7585281404	20981.7137915259
GLUDEG-I-PWY: GABA shunt	4933.5119320412	3921.1539944788	1623.2511724109	3582.2553888723	3634.7430121159	5159.2191021187	359.9937009409	1218.1712981395	2545.7643118420	1341.9268762271	3361.8043497949	1004.8162317915	4640.0502908767	440.6980372387	2283.3846665849	712.8161809064	5492.6326650334	761.3915027596	1185.2676866447	3112.0586099860	594.6651426067	1270.9417763621	2280.7777662803	2295.1045275838	1175.4996740534	1735.1898904763	2803.4940844924	6269.6000697480	2885.3443383666	2764.0753784310	2733.1203491895	1267.8238753408	3509.7507758102	3557.9363336826	1415.9298851197	2185.7109743844	4744.4728862341	5994.4823937274	6056.4082356172	3758.8410948713
GLUDEG-II-PWY: L-glutamate degradation VII (to butanoate)	1540.3676648962	736.8386723933	309.6457364145	663.2312978915	279.2725643238	424.0627473404	0	226.6982736790	0	688.0482367844	367.5402510315	867.2399314079	18.1417195163	508.3605497930	181.9403695618	164.8117445009	0	60.1990775939	157.8468994088	218.9278693944	506.1522600606	168.7598237757	84.6804227587	272.5167080392	1397.3064280028	127.2999173120	0	2473.8033546174	604.2209892061	1032.5608757828	0	114.0423611133	179.6817128199	0	110.1587849283	131.7456743478	438.9592594277	291.6688710684	110.0846236715	474.4813147080
GLUTORN-PWY: L-ornithine biosynthesis I	39581.7645245811	39191.9993120474	46538.6065301733	47892.9643120108	19272.7242391906	42392.9914010967	26635.2923481244	21195.1440220951	21987.4217309271	25479.0814007037	18839.1381003397	17064.1400651300	24420.3381558857	23147.7792060433	23272.0051671341	33574.2133186300	36373.6019209408	23860.7837202174	22791.1164389177	18241.2928382629	26462.8464552752	22670.7845568633	24937.3690980608	26183.7195023600	18864.8678797748	17399.9506026616	21969.9460515476	38760.8934751405	24072.1712821791	22628.3467569010	28594.7587020163	24016.0474497381	20509.7358932933	21708.5822535812	29459.2712592887	24037.1610020662	41469.3116851069	39023.2635341561	35997.0901271652	47801.0954335428
GLYCOCAT-PWY: glycogen degradation I	39783.1622560133	51730.5841867624	30404.6920942622	51261.7345364077	25792.3476407396	60558.2040919415	27413.9826921989	22376.4329414571	30443.6020271630	20238.8410748565	27566.2993188252	23746.0907646832	35956.8493418346	27101.7169761658	28294.8851071525	37014.3342227599	49907.9620155089	24650.8625378710	23396.9600059149	22043.4226267086	36000.8586783459	31883.6385781260	24589.5150280053	25149.6877439661	29939.7164147331	26106.8347080114	33365.6558195648	60737.6120213921	21824.0586872584	30769.1096832317	24290.3909880545	25542.5042790080	28864.3705774446	31717.4671559187	23956.0371438578	25902.3346054920	45583.9023539130	59068.2542439015	56899.7942400633	43743.7106840100
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)	50080.1085653316	51361.0778211276	63657.6587342679	66783.6789410594	27225.4572746725	56903.9771341679	39588.8950628181	27412.4477685957	30215.8002411165	38410.5861646923	27580.2654884828	24477.7803204906	29458.1681132410	33155.1717781040	37476.6859820907	45382.1366306927	51978.2280584113	33626.9779026440	31952.9023986599	22836.5916165187	41354.2988980158	35278.6911403934	33821.2718209477	35829.1877018916	27636.6938688681	28582.5045605554	34349.3244655939	50543.9243389424	37760.8234359901	32244.2607854422	40958.0503375100	32531.5901473942	30612.2178567464	29508.8946036244	41945.2803112900	31785.4183765999	62832.5095736899	56691.9356289083	50102.2641517696	58914.7463789265
GLYCOL-GLYOXDEG-PWY: superpathway of glycol metabolism and degradation	780.8494471887	3487.0618065841	465.7703887430	2123.9661860083	2063.5958368004	4253.0470866108	131.1029684089	836.1033755600	317.2071102363	334.5320722293	644.9764372893	482.0352029380	9576.6019831768	90.8768111428	436.8473364724	438.2893577756	834.6239897127	362.4585596555	164.0955957653	987.4447430414	287.7893294727	1655.5471293038	515.2592235789	625.9302624924	818.0544735352	446.8701859702	731.9859211446	3745.1884587107	1740.3111859887	161.6255400201	72.2281088170	684.5569463777	521.0976125171	386.2254423185	433.1947116787	1195.4314239422	3500.8370692874	2701.9337626963	1136.2923897513	414.0754428058
GLYCOLYSIS-E-D: superpathway of glycolysis and the Entner-Doudoroff pathway	10413.0616582935	14197.6646827150	7296.0571034556	10742.0656048178	9000.0451780059	15298.8673880832	1540.4925998270	3026.2094350549	7418.6750440669	4660.1632691370	9589.7176964380	8249.3247619843	20232.8045363357	559.4734277219	3404.6041377384	1877.9419075268	13238.2459771925	4074.1610013506	4160.7607496509	8125.5303474404	1641.8591012154	4490.8680181250	9322.7043708053	6214.1487016243	10630.4040331466	8354.4957754283	9071.6866663963	14598.8791677658	4502.3499512529	5395.9231571916	1854.9109693633	4280.3097668947	9125.3652450806	6533.1575524109	3049.2480073798	6040.2609795739	8952.3497999964	17403.9494433035	16939.6425023066	18095.7758967573
GLYCOLYSIS-TCA-GLYOX-BYPASS: superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass	4002.5975147770	8108.6199729746	4205.6774734982	8646.1783102428	6752.9009805141	11780.7591350722	636.1157049639	3065.1737476600	1311.0227277003	1362.3582059189	2501.6237456153	1988.3189652933	21549.3035250210	563.6390035598	1572.8403205479	1898.9034618122	3220.0345820688	2238.8215360483	677.8898489483	4100.0336256727	1256.7475370998	6418.9734645428	2473.5031642629	2778.2568747087	3562.0878800954	2041.9200429185	2696.7959415500	10044.4275776063	4705.4798352152	650.6683280279	824.1348098806	3062.2065115208	2166.0668842583	1499.7460421817	2547.7132353468	3549.3102501798	9628.7189578063	9431.2767205778	4579.1795968121	1921.5523137050
GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)	42477.5601942520	48919.3207646333	41244.8999912300	45964.1880813597	21619.6830339006	45329.5734784492	25653.6062263543	23902.1841564803	24531.5455917896	15514.8373548400	23876.0932583242	24832.0206414448	29193.4221863064	24090.4615360803	23866.6064239396	23690.9004621705	36395.4672522025	21309.7883308715	23770.1968980129	25373.0255156191	27741.1782651743	19672.7012044351	28424.2618992242	25533.2250254866	25527.4790346737	23075.9427214201	23225.5995143478	46477.9650345208	26779.8427109645	20262.3986653957	28184.5552096786	20086.6156451164	23823.8886594448	22899.2290404101	29018.7643616562	22225.6384455092	45108.4329233553	46695.4793324242	48527.1429922662	52000.2180224607
GOLPDLCAT-PWY: superpathway of glycerol degradation to 1,3-propanediol	3618.7639615802	3900.0845929472	4508.9330486227	9061.6097739132	3995.5333044342	5644.8361439047	1347.6297604365	4235.7633632179	3560.7558824063	3636.4285270082	1628.2915429577	2304.3492473985	3686.2768089646	5098.4985766541	5346.9311618091	5272.5370340697	2126.7912996535	1998.1238030287	2046.1719205466	1610.3794356072	3074.6868085568	4063.6999376275	3421.4017153899	1964.5259275202	4042.7819742579	1427.6158123913	1357.7489335880	6143.1097446107	4889.9118966574	2940.8210009358	3378.5467267842	2059.0767054323	1776.6797683116	1347.9626207449	4669.8588551316	1901.1821678968	9417.5257870162	4865.1243149455	3609.4332555415	9070.8562158905
HCAMHPDEG-PWY: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation to 2-hydroxypentadienoate	298.6430584620	74.2598992352	240.3764115515	1037.5295194775	1490.2656987477	2024.7223147875	10.0316335944	53.5706128096	38.9411279762	105.3571574162	388.7956523602	149.4749911112	7490.6664978600	12.2080804969	90.0754256823	319.5742815752	134.9578537394	98.4351347971	8.2686388902	56.4865410052	80.4375193749	2756.1966946399	250.4515107849	202.3907340095	682.7156689939	143.5749136283	421.0270225941	1148.8771022484	1885.8818119191	0	0	0	186.8455087203	42.0024215088	169.0246817191	12.6799582470	2205.5819531839	1540.2699483349	711.2945615558	98.1981997963
HEME-BIOSYNTHESIS-II-1: heme b biosynthesis V (aerobic)	913.9997341126	448.2143863313	528.4493374983	2797.5432852218	1816.4559737338	2727.9998526777	266.2548712015	537.1024512019	225.5958174185	364.6269876844	506.5086825965	344.3143090242	8058.8705225596	169.6645858689	320.5450780085	346.7566481701	489.0745326361	324.6400685659	323.4675178867	428.6357373826	292.8632271437	2225.3145507945	359.0225244875	424.3224171604	1828.1122181955	198.3069329481	408.9223042786	1773.3503315362	1539.8200144185	0	133.5950383632	309.3666370081	415.8286619365	560.7058984239	653.3920620163	635.1041482120	2709.1769389891	1489.4347628135	891.9049335019	1463.6289265424
HEME-BIOSYNTHESIS-II: heme b biosynthesis I (aerobic)	913.9997341126	1012.1208869083	528.4493374983	1458.4209292927	1454.8981249801	2773.3892472943	30.3846871836	382.7030870058	357.4857499834	247.6750682321	506.5086825965	889.7599572896	7466.9048798351	191.4634717974	401.4037286729	252.2997571017	589.2875774640	324.6400685659	218.4965225790	530.9510822057	207.7644655659	1791.1239411235	359.0225244875	584.3252189544	2312.4068925713	242.9315071511	541.7593373927	1459.1678570412	1197.3588587043	48.1719716352	333.7579345767	442.9803325855	507.8160873541	324.8629176731	345.1206401999	119.5628715025	2134.5111193121	1377.6312956971	955.2552993700	839.4359359146
HEMESYN2-PWY: heme b biosynthesis II (oxygen-independent)	1484.0818264450	1318.0875447450	1149.7898469777	3938.9910974718	2600.4433018204	3882.0340609685	1068.0921144718	1323.9640105142	1182.0930152283	654.6889293899	894.8241601298	963.4927957656	9982.0522642366	1578.0083741516	2913.0359480983	1283.8724120815	1145.4651757822	1553.9438204274	1641.0986866827	740.2331970586	1755.6590473242	2875.9426536144	1062.6772837449	1117.5634587069	4218.6789413578	556.6648544594	980.2859789915	2435.6573346063	3589.2925115871	1899.0084503298	953.2242152125	1410.3511038616	721.5770924519	1277.8808727590	2653.1111623065	1398.1299276898	6508.1276756213	2242.2455105942	1425.1254751888	4457.1537176729
