Pathway	KO	SRR28210342	SRR28210343	SRR28210344	SRR28210345	SRR28210346	SRR28210347	SRR28210348	SRR28210349	SRR28210350	SRR28210351	SRR28210352	SRR28210353	SRR28210354	SRR28210355	SRR28210356	SRR28210357	SRR28210358	SRR28210359	SRR28210360	SRR28210361	SRR28210362	SRR28210363	SRR28210364	SRR28210365	SRR28210366	SRR28210367	SRR28210368	SRR28210369	SRR28210370	SRR28210371	SRR28210372	SRR28210373	SRR28210374	SRR28210375	SRR28210376	SRR28210377	SRR28210378	SRR28210379	SRR28210380	SRR28210381
Ascorbate and aldarate metabolism [PATH:ko00053]	K00012K01195K00002K01053K08679K23003K23004K23007K02821K02822K03475K03476K03078K03079K03077K08092K00880K00128K01706K01630K13874K13877K01707K01708K20023K18981	66.640335624	102.4885171754	111.2933581896	201.8854300109	326.3630639172	204.5998351291	95.5485937348	191.3584463157	108.7986829184	99.1315257502	128.1424545826	180.213803102	1320.6337326132	290.85739264060004	277.2192394946	124.7231541468	93.13227760139999	103.9289743401	82.7682276757	62.28164965	270.1356729845	261.6046109399	126.24496594610001	106.1463942127	134.72047059690001	91.8266402547	107.6108616046	269.1394235716	223.1487489259	96.2042610619	191.2101411248	81.7589396055	136.6371612936	71.5863921718	248.4898360022	118.22245983879999	411.8884360783	141.0232686884	110.4555359856	250.5562680638
Atrazine degradation [PATH:ko00791]	K01457K01941K01428K01429K01430K14048	2.4855660821	1.8160966434999999	1.1104315651999999	1.7524895682000001	14.416739045	22.1550256094	1.9681871372	3.5278888261000003	2.9048380761	3.7182010032	4.741043273	3.0346034815	1.479619443	48.211025718200005	5.425531744000001	0.0	5.8852533738999995	4.3516419333	18.5118100589	8.6281793464	8.5249942833	10.244634467900001	0.5066828106	4.6620483844	91.0113824865	5.9039790351	13.364783317	3.5402961932	2.1625249006	37.5580074913	1.8121471039	18.6498647107	2.8997927237	4.0199179498	35.460832755300004	1.3010395836	3.0615382595	2.6931113675	4.0336833041	9.471579114
Autophagy - animal [PATH:ko04140]	K03237	0.0	4.430337619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Autophagy - yeast [PATH:ko04138]	K03237K06902	27.4145535739	34.633763754200004	41.9491914978	63.1578227502	32.5709086973	14.2896593301	57.122514943800006	100.9371095509	24.7360948427	54.9680128842	57.4023767001	34.4421084341	73.5605634647	18.9180213805	53.5570975489	70.9915861915	22.119902402	70.22794183149999	78.4282712076	14.7131463414	90.9913532669	127.4727345041	28.8413612301	23.6972843803	17.714746130199998	34.6429224553	55.572880892	47.3122865495	30.788957356	44.4833884294	88.2167211277	27.4076389986	23.4639549678	62.4054177211	2.4802051998	46.9010295939	64.57252362269999	70.8921133465	5.2395763529	71.6484746655
Axon regeneration [PATH:ko04361]	K00901	26.8010364185	29.8680638102	31.2252110149	30.2342081021	33.1826319708	38.5904065768	53.3316839762	26.5493375564	18.1688540109	35.364804102600004	50.630256149	12.1778458541	107.2959388753	8.787567812499999	44.2567448425	34.424526858600004	36.5590365601	72.35970026780001	45.6695349565	19.1074219671	66.3662621869	158.599555416	18.3616493548	26.0556301436	23.3962414331	32.0875909854	47.5546597064	43.8405024507	23.2238573907	40.652642291700005	8.9064908461	16.9924688325	11.0033711123	53.6894322001	8.8044476531	38.7553529475	27.2801942846	64.2711414358	11.9880605294	8.3841207022
Bacterial chemotaxis [PATH:ko02030]	K03406K05874K05875K05876K05877K03776K10108K10439K10540K12368K03407K03408K03413K03410K03414K03412K03415K03411K00575K02410K02416K02417K02556K02557	56.7795067466	36.8326024121	53.9806601185	112.7021368393	282.4242197383	179.5665928343	105.2215791618	94.6011386098	43.2821361628	94.1172610096	88.1268654956	49.3911663221	1483.4454729125	53.0504633106	105.7598937159	80.58246859	38.5836725046	90.390689069	63.735815764899996	30.416911782299998	127.5792084437	325.9760497076	55.1649095983	56.9009570358	94.9688280588	76.2316810296	56.1616526009	147.6146413644	213.011045308	38.5960468985	35.6474596057	60.4785839682	92.7541836737	69.29529831480001	73.9420288519	65.9513908652	259.4541915473	164.7120235341	54.190452627	73.0485389638
Bacterial invasion of epithelial cells [PATH:ko05100]	K13732K13735	0.2641968631	0.0	0.5871024835	1.147376664	3.892345072	2.2556453363	0.0	3.5676321291	0.1576144741	0.0	0.7582043485	0.5746580640000001	7.0772864205	0.0	0.2490799551	0.4326332465	0.0	0.1676293672	0.0	0.2180842704	0.6776047112	1.6916348766	0.3195755851	0.4482702045	0.5963775587	0.1079897095	0.9216644185	4.718533609	2.7025899053	0.0	0.0	0.0	0.0785336641	0.0888850663	0.8847910182	0.0	1.9114565137	1.686807928	0.3658018128	0.1413015461
Bacterial motility proteins [BR:ko02035]	K03407K03408K03410K03411K00575K03412K03413K03414K03415K03406K05874K05875K05876K05877K03776K02411K02412K02413K02418K02419K02420K02421K02400K02401K03516K02410K02416K02417K02409K02394K02386K02393K02415K02408K02414K02387K02388K02389K02391K02392K02395K02390K02396K02397K02399K18475K02406K02407K02422K02423K02403K02402K02405K02556K02557K02424K02425K13626K02398K06603K02385K02404K07991K02658K02659K02660K02667K02668K02669K02650K02652K02653K02654K02666K02665K02664K02663K02662K02671K02672K02655K02651K02278K02279K02282K02283K07345K07346K07347K07348K07349K07350K07351K07352K07353K07354K07355K07356	343.5894692692	270.4963182761	389.7805322651	506.6973629386	973.5760772748	509.1931324937	777.1410091932	479.460552319	206.6308143544	512.9008714399	489.5744953807	302.9187500299	4463.2607653037	279.53865632270004	396.1289331515	499.8092319443	233.8515211371	710.8549596745	483.8492068044	129.1786423788	820.9831933803	1795.9124553894	144.703255811	326.6846720205	471.657812044	414.1308869881	290.38877058180003	576.4571742196	566.4190748279	130.91181527679998	305.2371472254	288.419902955	481.1679194998	490.2207659294	263.1623856042	378.3351308621	776.7703335948	854.0223356017	203.8297955447	304.94501571850003
Bacterial secretion system [PATH:ko03070]	K12340K03221K03224K02453K02465K02452K02455K02456K02457K02458K02459K02460K02461K02462K02454K02464K03072K12257K03074K03073K03075K03076K03210K03217K03070K13301K03110K03071K03106K03116K03117K03118K03425K03194K03197K03200K03204K03201K03203K03195K03199K03196K03205K11904K11903K11906K11891K11892K11907	382.0809496037	388.7915578961	502.76495742459997	644.8478649479	923.1261849063	715.0031656525	310.851224181	1036.9888660613	674.378328246	423.6266068873	638.5909919555	685.0819555370999	3200.7001625235	1140.4092882288	608.1723619313	474.36638120090004	497.5134668518	402.3988237868	555.3563468334	435.1672450722	1073.922339992	777.3547128499	410.66532063930003	469.9472470941	792.0837396242999	559.5353696326	512.7093842238	815.20015418	621.9687800165	417.67320142939997	538.1562001736	299.8931312491	617.4006380032	643.4430438318	613.1208807311	470.7975754168	918.3146815716	622.0122267893	537.0948317978	634.2344952566
Bacterial toxins [BR:ko02042]	K11006K11041K11031K03699K11068K11139K01114K16619K01197K01387K11057K11059	40.0332210124	40.0245894282	25.0299225742	77.9010171416	54.3002737219	34.5571755596	28.9898681687	149.3552953611	51.616590386000006	35.2256515165	73.3180733197	95.77757765199999	202.04948189060002	81.2353279092	98.8166635286	89.0213781787	44.377831154	44.3154978087	56.4391533846	64.4040362781	67.6176225877	25.891936515	63.135676013899996	33.439972230500004	136.9342415825	49.7125953795	37.156640295399995	71.9142077375	65.51339688110001	51.1392925817	110.64346732339999	30.696458320999998	61.701845889000005	52.7007578737	89.8521765517	73.26769821810001	122.9606074144	41.4933788907	51.814491514500006	136.113009232
Basal transcription factors [PATH:ko03022]	K03120K03136K10843	0.0	8.9295725098	0.0	0.0735144338	0.0	0.1023339762	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2662022615	0.0	0.0	0.0	0.1136086135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1713444105
Base excision repair [PATH:ko03410]	K10563K05522K03660K10773K01247K13529K01246K03649K21929K03648K03575K03652K01142K01151K02335K07462K04802K01972K10747K04799	225.6259249044	275.5767057109	234.94523872160002	395.09520939080005	509.248856879	406.3580739412	258.430804625	566.5776804094	395.9486941255	365.5777474208	410.34183753400004	421.8884362778	1624.8150760217	399.5587498511	431.13734767150004	444.23940099099997	280.50420938499997	296.2398487702	369.24330287220005	255.67774007309998	498.9883994512	697.8983413169	306.8162309118	260.2415194437	500.6102035185	312.8257957105	375.959670564	489.2750315933	411.4433252933	281.3575712815	366.9593895539	192.4586766228	398.3708095141	312.7184972064	310.7890333083	349.11285376349997	565.2904908852	455.3372148957	278.32570569899997	675.3366553281
Benzoate degradation [PATH:ko00362]	K05550K05784K05783K03381K01856K03464K01055K01031K01032K00632K14333K07104K02554K01666K04073K01821K00448K00449K01857K01607K10219K16514K10220K16515K10218K00481K07536K01782K01825K07516K01615K20509K23351K23352K00252K01692K13767K00074K00626	134.4435728189	172.11649604000002	196.8201311095	225.04730017260002	367.7261060398	295.5112510319	158.6336055279	187.6093962125	161.75784830950002	275.7184060444	210.0296610908	148.2625645811	1147.8357984680001	123.45309436000001	184.1088687016	148.0723640595	231.0584142638	181.8364639216	170.75314500480002	140.7968458317	200.0495021228	479.0053055313	140.1924456086	174.7771949154	208.9138166145	252.3597853492	223.4054080926	239.4945598972	237.9022292676	191.8665844624	165.1472147733	143.7550903156	200.29109596380002	233.10111782119998	224.4453215886	265.1823966421	267.5899819933	277.7308728452	174.155924381	126.9714335386
Betalain biosynthesis [PATH:ko00965]	K15777	1.2982656342	0.1246490106	1.2926711611	4.3485880954	14.5969116809	4.8782854464	0.1109461688	3.991098255	0.5143315759	0.8071978474	1.3227359453	0.4007966931	81.0195471982	0.1269884233	1.0036082065	1.4386007432	0.0	0.268910679	0.0	0.3141262216	1.5885892576	10.1661749727	1.2540937079	1.1281515112	3.0633257341	1.2231120063	1.7386714757	6.8769660524	8.6777974741	0.0	0.0	0.0	0.209484257	0.2957950111	2.1258918205	0.0	10.1873557861	4.0777536589	1.3855321795	0.3628428034
Biofilm formation - Escherichia coli [PATH:ko02026]	K02777K05851K10914K02403K02402K02398K02405K02425K06204K03087K21084K21085K21086K21087K21088K14051K21089K04333K04336K18968K21090K00694K07173K11531K01991K12687K07782K07678K07689K03563K00975K00703K00688K11935K11931K11936K11937K04761K07648K07773K07677K07676K07687K07781K03566K03567K07638K07659	195.8258743867	166.9988767333	195.2225351852	425.67483136929997	816.75427132	491.2895639807	196.6032021065	567.5070224521	235.2214112849	195.46416156610002	319.7100525041	254.94542170949998	3788.7586648927	415.1816911046	348.2832452166	311.7445147933	217.474000819	242.5062657659	214.9337535654	169.3556424053	478.4726803466	849.328264398	199.3341944069	207.5738066182	302.6890852069	213.4937217053	234.8635534325	528.2033504514	507.314209346	169.4820618387	222.9170081839	120.761773003	263.8531964816	265.7056574119	292.99056676370003	188.82946129110002	681.4919779041	443.5556639846	254.2975140895	549.2723588959
Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]	K02660K02659K02658K01768K03651K10914K12990K01657K01658K20257K07678K07689K03563K20974K20976K02398K02405K11891K11893K11901K11900K11903K11895K11907K21019K21021K21023K16011K12992K21011K21012	90.1963480971	74.1914802819	92.6655593832	134.0139976525	184.4993992258	127.6177298505	144.5147505267	187.6151662558	69.3686508454	113.2548496816	121.52140108629999	102.7094566261	939.7123790690999	112.33164724170001	189.4672486772	158.3333973611	84.0118773865	228.24764853649998	168.2412829783	71.51575072829999	247.0156561793	542.4339039547	95.58027640350001	82.689806388	125.854640878	102.63134741009999	56.1938106927	133.9818355703	178.328137897	61.0471628571	122.4686734194	60.3836938054	120.773591594	123.0969028161	94.6556376861	126.37362267610001	262.8386281095	175.3719450651	58.9896416668	201.869769587
Biofilm formation - Vibrio cholerae [PATH:ko05111]	K07173K03666K01791K02472K00640K01912K05946K03606K20920K20988K02452K02453K02454K02455K02456K02457K02458K02459K02460K02461K02462K02463K10939K07678K07689K03563K02777K02779K05851K10914K03557K03092K03087K02405	172.9084061496	170.7992254642	161.2617857908	264.7952679601	625.7529495233	390.3684785459	177.79370421849998	380.3572614639	209.8926985767	189.3597542419	283.3984426159	177.9004126612	2607.8934483369	278.6579839336	242.2788754372	216.399909397	245.1504040379	206.429605612	189.864806633	165.46980482	283.8809067953	758.8400086594	129.6373856122	189.7592924994	343.2337391389	247.1480495996	268.8207530692	362.3991950534	354.6542716702	191.5713564894	125.688352402	144.7698731061	254.1803002023	277.8064083813	176.5677394696	194.8010290782	473.7810413462	405.7840142749	246.5488652313	370.7113290474
Biosynthesis of ansamycins [PATH:ko01051]	K00615	22.0496550732	42.8044927657	25.7280262799	50.7388902735	80.0810316402	109.4378870191	22.0105019038	67.6511108336	74.0271255262	22.2319984105	115.127190252	63.3906128065	180.9997775579	84.58988972190001	77.1055978927	34.0613869565	74.3135106425	24.5918201567	57.5163434519	52.7796359701	69.6516634247	42.7685197502	41.6441851269	39.0142541158	55.6814182751	54.856324625	76.8514905479	104.9858072627	54.3350979977	60.4482124098	48.290194055	29.9573220043	94.0941629769	70.8738588757	58.5327507072	38.2982045366	89.89080281449999	78.2894282524	56.9579870573	141.6264544986
Biosynthesis of siderophore group nonribosomal peptides [PATH:ko01053]	K02552K02361K01252K00216K02362K02363K02364K04781K04782K04784K04785K04786	7.622789619300001	3.7344191803999998	8.0275470622	27.4169101374	75.7165494477	37.384045564699996	0.7000241454	23.4493172945	4.2151007211	6.7849242154	9.6361064158	9.176141943800001	481.3412520343	0.565346573	9.2971031155	8.8144474362	5.3802534431	4.2123597876	1.3694487956999999	14.1505609569	6.1381665850000005	89.6230927342	7.9830312647	9.4653636034	18.2407928981	7.3417922695	12.9497202333	45.8605710104	46.695045624100004	1.0499303443999999	1.7307140361	2.0609767332	8.1904592943	6.0727499087000005	11.3415991489	1.3337551383	55.44635439	24.2684241688	12.0760657723	2.4318366836
Biosynthesis of unsaturated fatty acids [PATH:ko01040]	K00232K10804K10805K10806	16.203621653699997	2.2303922954	36.6816241533	31.533549482799998	65.5949295834	21.978895170500003	24.4942492558	77.2539665149	45.3575336809	7.5814594647	11.5604190238	30.8065222367	262.9183396598	186.6980599447	24.6889265158	44.603118330099996	10.9964576403	15.8592355596	12.250470514999998	2.0859086191	147.3655497055	31.366127413199997	28.4843701149	18.923876387500002	39.6679918138	8.325606957	9.2983098918	43.2114278111	29.614997109900003	0.0985540457	14.8416838884	6.0462681931	8.605615952199999	20.1594521488	60.260088704000005	8.1338674092	54.843760050499995	16.8924335723	19.278325966799997	67.60650120629998
Biosynthesis of vancomycin group antibiotics [PATH:ko01055]	K16422K01710K16435	51.470556895	44.956356057099995	51.2560194426	64.40109458389999	124.2111425284	68.2198754366	29.1416883008	115.135843709	59.7689876226	25.8989077406	67.6272613296	135.98694114140002	270.6646993661	59.0669288568	83.1425274969	88.3260638025	67.1319178092	37.3052721722	63.1044295515	49.1390576954	155.0574380953	58.1661519144	32.8066946916	54.7717847411	100.0600579406	58.381001267500004	57.3026258221	132.0558997652	105.0263860006	35.9775779581	136.8845396252	22.99895526	64.1946665274	76.1088151568	122.8180064841	47.9853828118	83.1137733292	78.9488157267	60.2913873382	164.4052114484
Biosynthesis of various secondary metabolites - part 2 [PATH:ko00998]	K02078K19546K19548K01841K09459	58.5473097719	98.8299670505	32.0807522419	150.7974206482	144.7772228668	157.0258274467	47.627530500000006	115.6552898361	173.658975646	65.7296460971	159.13614993110002	90.64184829829999	193.21832156870002	48.4136115912	87.95787777240001	307.3146748893	127.28181419069999	37.708555750900004	80.915046569	132.16645481530003	33.7128266476	70.7511038943	71.9455668286	83.7652588257	134.0371768268	113.14078561240001	158.269338561	179.11994531509998	106.106036349	119.1422744508	28.0725244091	81.6470956105	163.0661160227	126.8757119717	51.4007126536	91.2408733789	79.7119000286	131.9860113425	153.816407943	93.42383147080001
Biosynthesis of various secondary metabolites - part 3 [PATH:ko00997]	K21898K03897K03896K03894K03895	1.2961837925	0.7824066241000001	2.2417471172	0.2173279168	0.0	1.8584063159	0.2219782919	14.3628116055	0.2196482327	0.6426848381	0.2673267228	0.5758248693	38.817897570599996	0.3283608992	0.6975524577	1.9183531051	0.1016948754	0.1066369934	0.0	0.6089054276	1.4615681191	12.6925272068	0.4666793491	0.3267238216	3.3721743664	0.8285166361999999	0.0909195391	27.5420266204	2.0444869882	0.1874126517	0.0	0.1619924803	2.0827912397	1.4580537237	1.9375745465	0.1581256517	1.791175388	0.938052581	0.3930340553	0.7091179861
Biotin metabolism [PATH:ko00780]	K02169K00647K09458K00059K02372K00208K02170K09789K01906K00652K00833K01935K01012K03524K08351	239.939958917	240.2033894634	280.8478045753	275.2457186271	511.40116474390004	378.6069447771	241.6062224273	314.3153147663	311.3015046337	297.4738135274	412.7744278875	261.58221979079997	1428.7691793168	133.5631330188	312.41635359689997	225.7745396223	360.71118856009997	287.2305363351	278.459183861	355.5107991287	297.2752431989	602.0440747817	235.0751411993	263.3641520914	366.1635064515	457.4765184061	390.6660961268	448.7656404519	299.1246198365	309.9130377193	156.48934031139999	192.0826028665	297.0910512142	400.8934440019	232.2640796265	388.7479111307	331.2057072846	441.9188267097	371.4181168749	268.4563336844
Bladder cancer [PATH:ko05219]	K00758	1.1813655233	0.3595689561	1.5726322417	6.4882427885	16.7488493068	10.910760368	0.0	4.2360169153	0.3821259166	0.5756942421	1.6263877413	1.4796735474	88.75924399590001	0.0	1.1625709174	1.9071058688	1.1102547224	0.7966372517	0.0	0.5039293693	1.3741410038	19.3843911655	1.1400075001	2.6350228227	2.9644769984000003	1.1030200755	2.2144406309	7.5718650619	9.3432899339	0.0	0.0	0.0	2.5642761236	0.3024970105	2.3093341927	0.226547995	11.4032623269	6.818474924899999	1.9366228498	0.4680747866
Butanoate metabolism [PATH:ko00650]	K00626K00074K07516K01825K01782K01692K01715K00248K00209K01034K01035K19709K00929K00634K00132K04072K04073K00100K17865K01615K20509K23351K23352K01039K01040K07246K00239K00240K00241K00242K00244K00245K00246K00247K01580K00823K07250K00135K08324K18118K18120K00043K08318K18122K14534K00656K00169K00170K00172K00171K03737K00174K00175K01641K01640K01028K01029K01907K00019K01652K01653K11258K01575K00004K03366K18009	386.789098744	518.4660116968	426.6972249042	636.1845512942	1174.3769832645	823.3441843917	277.1439820061	847.1997282019	643.2627505536	510.2074227501	739.7197952373	557.2006333363	3473.0648055153	602.4979214943	564.6727309153	414.8142695374	627.471969683	405.80949965120004	471.3436726369	633.0351505612	573.8459570416	759.4959135134	470.4418937638	494.2837667512	659.8757721258	780.4389142459	730.2661425826	915.8349281472	708.6203466706	539.5483725145	423.6150168361	378.4499084477	654.2566478158	606.4160662294	548.6949669136001	600.8547229757	920.2345893445	761.8840260932	707.6466662603	778.5068319241
