"","Variable","Feature","N1","N2","Mean1","Mean2","Beta","SE","P","FDR","FC","FC_lower","FC_upper"
"Alphanucleorhabdovirus","Group","Alphanucleorhabdovirus",3,1,0.0345,0.006,-0.11681865578206,0.0256254515145643,5.21436464659916e-05,0.000524329809342466,0.922219031930484,0.890665402405863,0.954890512820487
"Labanvirus","Group","Labanvirus",2,3,0.0025,0.004,-0.129734283305611,0.0284592174928446,5.21585732754931e-05,0.000524329809342466,0.91399977591715,0.879335519358864,0.950030530991969
"Imvubuvirus","Group","Imvubuvirus",2,2,0.0015,0.0015,-0.128985899238764,0.0282962385369447,5.21893180768459e-05,0.000524329809342466,0.914474027436566,0.87998660783455,0.950313038188056
"Dolusvirus","Group","Dolusvirus",1,2,0.001,0.002,-0.129487271744628,0.0284071660706464,5.22134845883206e-05,0.000524329809342466,0.914156280121857,0.879548283430278,0.950126013806809
"Jenstvirus","Group","Jenstvirus",2,3,0.001,0.0035,-0.130230740078194,0.028574884180538,5.23316918672598e-05,0.000524329809342466,0.91368530660704,0.878894855207929,0.949852914217024
"Deltapapillomavirus","Group","Deltapapillomavirus",0,3,0,0.002,-0.129991126333153,0.0285250629491731,5.24024803895445e-05,0.000524329809342466,0.913837071002019,0.879100341240911,0.949946386277987
"Lidleunavirus","Group","Lidleunavirus",3,4,0.0045,0.0065,-0.129967197025024,0.0285275725814207,5.26024164612361e-05,0.000524329809342466,0.913852228515967,0.87911192524459,0.94996538163357
"Paundivirus","Group","Paundivirus",6,3,0.016,0.003,-0.122872978626068,0.0269737083368761,5.26926687915338e-05,0.000524329809342466,0.918357015032385,0.885312411898179,0.952635019824156
"Neferthenavirus","Group","Neferthenavirus",2,1,0.0015,0.0015,-0.128980983505485,0.0283147677299928,5.26978440375744e-05,0.000524329809342466,0.914477143353611,0.879967454385732,0.950340199001954
"Wroclawvirus","Group","Wroclawvirus",6,6,0.011,0.003,-0.125200375583241,0.0274907074503446,5.2855897098999e-05,0.000524329809342466,0.916876689567756,0.883264747691079,0.951767707327032
"Carbonactinospora","Group","Carbonactinospora",4,0,0.0085,0,-0.124820493327154,0.0274109485787053,5.29545288440818e-05,0.000524329809342466,0.917118148113332,0.883593093660683,0.951915201276832
"Menderavirus","Group","Menderavirus",3,1,0.01,5e-04,-0.124543397252827,0.0273509703146799,5.2978169640088e-05,0.000524329809342466,0.917294314411854,0.883834836213541,0.952020473482466
"Quwivirus","Group","Quwivirus",1,3,0.0025,0.002,-0.128755833333632,0.028280274230059,5.30886088147686e-05,0.000524329809342466,0.914619869811504,0.880146039010167,0.950443982222308
"Betaentomopoxvirus","Group","Betaentomopoxvirus",19,17,0.11,0.082,-0.117670823058515,0.0258471703035046,5.31356518909411e-05,0.000524329809342466,0.92167445889047,0.889871374307023,0.95461415289661
"Phikzvirus","Group","Phikzvirus",5,0,0.013,0,-0.122747622164872,0.0269672096652352,5.32704565304701e-05,0.000524329809342466,0.918436814978946,0.885397157498612,0.952709386928423
"Sharonstreetvirus","Group","Sharonstreetvirus",3,3,0.004,0.0015,-0.127748360755058,0.028069968532609,5.3379722729354e-05,0.000524329809342466,0.915258796421487,0.881012565489313,0.950836227814359
"Huanghaivirus","Group","Huanghaivirus",4,2,0.003,0.0045,-0.129693686565203,0.0285034521675006,5.35380429883543e-05,0.000524329809342466,0.914025495790479,0.879307419482113,0.950114360967275
"Jeilongvirus","Group","Jeilongvirus",0,3,0,0.002,-0.129991126333153,0.0285728687564681,5.36440941590244e-05,0.000524329809342466,0.913837071002019,0.879043247758382,0.950008084889002
"Pollockvirus","Group","Pollockvirus",2,3,0.0015,0.0025,-0.12948483809401,0.0284641027137767,5.37104647251529e-05,0.000524329809342466,0.914157822193334,0.879481734531108,0.950201113980839
"Betaricinrhavirus","Group","Betaricinrhavirus",2,1,0.0075,5e-04,-0.125668462250276,0.027627757496285,5.37809131285189e-05,0.000524329809342466,0.916579254472276,0.88281382825796,0.951636123990877
"Leporipoxvirus","Group","Leporipoxvirus",1,2,5e-04,0.002,-0.129734283305611,0.0285219367955163,5.37894264647103e-05,0.000524329809342466,0.91399977591715,0.879260595719114,0.950111485086355
"Acionnavirus","Group","Acionnavirus",0,3,0,0.0015,-0.129741681121553,0.0285336059869081,5.40544898212296e-05,0.000524329809342466,0.913995089143725,0.879242147995902,0.950121675676016
"Kukulkanvirus","Group","Kukulkanvirus",4,3,0.0045,0.007,-0.130158799785255,0.0286298915018418,5.41745586727297e-05,0.000524329809342466,0.913730868853818,0.878873000879,0.949971269866441
"Salacisavirus","Group","Salacisavirus",6,6,0.0045,0.004,-0.128734020376547,0.0283222342371666,5.43279995929201e-05,0.000524329809342466,0.914633698593213,0.880109174026508,0.950512535592663
"Ittyvirus","Group","Ittyvirus",2,3,0.0015,0.002,-0.129237826533027,0.0284350578673118,5.43809051549801e-05,0.000524329809342466,0.914314353460309,0.879667038670635,0.950326316883345
"Trungvirus","Group","Trungvirus",2,1,0.0045,0.001,-0.127286807548107,0.0280068691900453,5.44100876372996e-05,0.000524329809342466,0.91555165679906,0.881370019923017,0.951058939287178
"Samwavirus","Group","Samwavirus",1,2,0.0015,0.0015,-0.128990814972044,0.0283829511808865,5.44408528131944e-05,0.000524329809342466,0.914470911530138,0.879879949018073,0.950421758068252
"Sunrhavirus","Group","Sunrhavirus",2,3,0.002,0.005,-0.130475365016734,0.028711412365034,5.44885716111406e-05,0.000524329809342466,0.913530394267708,0.878582864274601,0.949868037706321
"Chaoshanvirus","Group","Chaoshanvirus",3,4,0.002,0.0025,-0.129237826533027,0.0284442938299517,5.4627845139536e-05,0.000524329809342466,0.914314353460309,0.87965600095263,0.950338241355965
"Minunavirus","Group","Minunavirus",4,1,0.0045,0.006,-0.129607528453146,0.0285267669164587,5.46573522812729e-05,0.000524329809342466,0.91408008325381,0.879332080505311,0.950201200576176
"Chatterjeevirus","Group","Chatterjeevirus",1,2,0.002,0.001,-0.128496744821904,0.028292505700293,5.49335074013055e-05,0.000524329809342466,0.914784137916337,0.88028948737832,0.950630481201797
"Kuleanavirus","Group","Kuleanavirus",5,3,0.008,0.003,-0.126552083305804,0.0278643297907671,5.49335365861276e-05,0.000524329809342466,0.916018040404319,0.881989771715154,0.951359162266067
"Candidatus Korarchaeum","Group","Candidatus Korarchaeum",1,3,5e-04,0.002,-0.12973919903889,0.0285681859770597,5.49902563876664e-05,0.000524329809342466,0.913996661626649,0.879202355420345,0.950167947474686
"Birdsnestvirus","Group","Birdsnestvirus",3,3,0.0015,0.0015,-0.128985899238764,0.0284048631184012,5.50591573783069e-05,0.000524329809342466,0.914474027436566,0.879856754332582,0.950453289968095
"Iltovirus","Group","Iltovirus",1,2,0.002,0.001,-0.128496744821904,0.0282980970841315,5.50850356526784e-05,0.000524329809342466,0.914784137916337,0.88028280048022,0.950637702482453
"Pyrodictium","Group","Pyrodictium",18,13,0.0365,0.026,-0.123844693482251,0.0272773243549414,5.5189888803627e-05,0.000524329809342466,0.917738671814219,0.88435146277439,0.952386359039917
"Reyvirus","Group","Reyvirus",7,5,0.004,0.003,-0.128482044650239,0.0283071928390863,5.54205474551096e-05,0.000524329809342466,0.914793459049351,0.880280892184649,0.950659136361146
"Crinivirus","Group","Crinivirus",6,3,0.017,0.0035,-0.122749030472512,0.0270466587029387,5.5493807644856e-05,0.000524329809342466,0.918435918433997,0.885300731380776,0.952811294930345
"Sarumanvirus","Group","Sarumanvirus",2,1,0.0015,0.002,-0.129225608444024,0.0284751311022943,5.5532257819888e-05,0.000524329809342466,0.914322096760962,0.879626598403779,0.950386104902225
"Tlsvirus","Group","Tlsvirus",2,2,0.001,0.001,-0.128985899238764,0.0284249181627876,5.5603253770429e-05,0.000524329809342466,0.914474027436566,0.879832781949133,0.950479186514785
"Colunavirus","Group","Colunavirus",0,3,0,0.005,-0.131452213459718,0.0289711782307341,5.56768793091457e-05,0.000524329809342466,0.912912052434704,0.877678381506028,0.949560149870024
"Kirovvirus","Group","Kirovvirus",1,4,5e-04,0.002,-0.129741681121553,0.0285944917823679,5.56851035271354e-05,0.000524329809342466,0.913995089143725,0.879169422271876,0.950200270637381
"Fijivirus","Group","Fijivirus",1,2,0.001,0.001,-0.128988381321427,0.0284337793850429,5.58301374473303e-05,0.000524329809342466,0.914472454132359,0.879820676390471,0.950488993731856
"Dongdastvirus","Group","Dongdastvirus",2,1,0.002,0.002,-0.128978596883041,0.0284329722633047,5.58670456980708e-05,0.000524329809342466,0.914478656156676,0.879827608160666,0.950494397776851
"Phobosvirus","Group","Phobosvirus",3,3,0.0075,0.003,-0.126819896980674,0.0279576205141054,5.58817249667235e-05,0.000524329809342466,0.915848011824472,0.881714302191488,0.951303136036322
"Molluscipoxvirus","Group","Molluscipoxvirus",9,3,0.01,0.0075,-0.127704775062111,0.0281531946218925,5.58955841274899e-05,0.000524329809342466,0.91528644799742,0.880939570419236,0.950972473048352
"Velarivirus","Group","Velarivirus",2,3,0.0035,0.002,-0.128254460827768,0.0282777977407401,5.59898195230996e-05,0.000524329809342466,0.914937778263189,0.880454927132192,0.950771143753843
"Aobingvirus","Group","Aobingvirus",0,3,0,0.0015,-0.129741681121553,0.0286060049562041,5.59980453705111e-05,0.000524329809342466,0.913995089143725,0.879155670908042,0.950215133249395
"Retbasiphovirus","Group","Retbasiphovirus",1,2,5e-04,0.0015,-0.129487271744628,0.0285510843469877,5.60300654282505e-05,0.000524329809342466,0.914156280121857,0.879376328469202,0.95031180329924
"Baxterfoxvirus","Group","Baxterfoxvirus",3,4,0.0015,0.0025,-0.129487271744628,0.0285547873211252,5.61312774232871e-05,0.000524329809342466,0.914156280121857,0.879371904563209,0.950316584086595
"Roskildevirus","Group","Roskildevirus",4,1,0.004,0.008,-0.130743046067697,0.0288322327396535,5.61453551969669e-05,0.000524329809342466,0.91336091140077,0.878275690632429,0.949847711114642
"Yaravirus","Group","Yaravirus",1,2,5e-04,0.0015,-0.129487271744628,0.0285570734512734,5.61938400332998e-05,0.000524329809342466,0.914156280121857,0.879369173357605,0.950319535645575
"Dendoorenvirus","Group","Dendoorenvirus",3,2,0.002,0.001,-0.128484526732901,0.0283403187809262,5.63150907009065e-05,0.000524329809342466,0.91479188519558,0.880239762629249,0.950700285022407
"Tangaroavirus","Group","Tangaroavirus",2,1,0.0045,0.008,-0.130529281863224,0.0287926792124162,5.63515900419065e-05,0.000524329809342466,0.913496254164451,0.878453037869856,0.949937413155275
"Pakpunavirus","Group","Pakpunavirus",0,3,0,0.0015,-0.129741681121553,0.0286191108209214,5.63560760660034e-05,0.000524329809342466,0.913995089143725,0.879140017491987,0.950232052184407
"Likavirus","Group","Likavirus",2,3,0.001,0.0015,-0.129237826533027,0.0285083460366104,5.63664751987937e-05,0.000524329809342466,0.914314353460309,0.879579457226017,0.950420942730967
"Llyrvirus","Group","Llyrvirus",3,1,0.0065,5e-04,-0.12607141745361,0.0278112831045377,5.64062313675401e-05,0.000524329809342466,0.916323282978323,0.882347261446849,0.951607598975646
"Rollinsvirus","Group","Rollinsvirus",0,3,0,0.0015,-0.129741681121553,0.0286214524971661,5.64202489280926e-05,0.000524329809342466,0.913995089143725,0.879137220664102,0.950235075188596
"Klausavirus","Group","Klausavirus",1,2,5e-04,0.002,-0.129734283305611,0.0286214751507368,5.64656333021165e-05,0.000524329809342466,0.91399977591715,0.879141701636912,0.950239977037992
"Samistivirus","Group","Samistivirus",5,3,0.006,0.0045,-0.128253675734319,0.0282958935342843,5.64951788146669e-05,0.000524329809342466,0.914938276159024,0.880433761083485,0.950795035563691
"Salchichonvirus","Group","Salchichonvirus",0,3,0,0.003,-0.130487583105737,0.0287894475654538,5.65142719221604e-05,0.000524329809342466,0.913522657671903,0.878482285387585,0.949960699220868
"Gammapapillomavirus","Group","Gammapapillomavirus",3,4,0.0015,0.002,-0.129237826533027,0.028514279822814,5.65298685183881e-05,0.000524329809342466,0.914314353460309,0.879572366564501,0.950428604537385
"Cervidpoxvirus","Group","Cervidpoxvirus",0,3,0,0.0015,-0.129741681121553,0.0286266434085091,5.6562723089351e-05,0.000524329809342466,0.913995089143725,0.879131020826982,0.950241776468101
"Kahucivirus","Group","Kahucivirus",2,7,0.0055,0.0045,-0.128551359752701,0.0283678826198038,5.66702846939593e-05,0.000524329809342466,0.91474950833398,0.880166025848388,0.950691844974024
"Fervidicoccus","Group","Fervidicoccus",18,13,0.049,0.042,-0.12432364917239,0.0274366522572287,5.67195118841599e-05,0.000524329809342466,0.917434045270753,0.883866577923174,0.95227633722679
"Planococcus","Group","Planococcus",20,20,24.942,13.2865,0.167338113812522,0.0369310011381219,5.67537313626468e-05,0.000524329809342466,1.12298457686104,1.06803087354478,1.18076582906467
"Cryptomonas","Group","Cryptomonas",6,8,0.0045,0.007,-0.130235655811474,0.0287451229317392,5.68229076174848e-05,0.000524329809342466,0.913682193388037,0.87868861304694,0.950069385353213
"Tilapinevirus","Group","Tilapinevirus",2,2,0.0075,0.0125,-0.13127428666891,0.0289793941559883,5.69601249230143e-05,0.000524329809342466,0.91302464832218,0.87777683406684,0.949687866085064
"Xanthomonas","Group","Xanthomonas",20,20,43.5845,18.707,0.272988621402679,0.0602666559944572,5.70019046218589e-05,0.000524329809342466,1.20830831337316,1.11331818772586,1.31140315164436
"Cetarhavirus","Group","Cetarhavirus",3,3,0.0015,0.002,-0.129235344450365,0.0285342424312444,5.70977201160549e-05,0.000524329809342466,0.914315926492511,0.879550025602929,0.950456016262181
"Lumosvirus","Group","Lumosvirus",4,4,0.0185,0.0075,-0.124036250116636,0.0273881501216621,5.71507708598401e-05,0.000524329809342466,0.917616825370077,0.884100924946913,0.952403299716963
"Orthoreovirus","Group","Orthoreovirus",2,1,0.002,5e-04,-0.128237515171918,0.0283212876865811,5.73042202657427e-05,0.000524329809342466,0.914948525033179,0.880413248935755,0.950838489166667
"Antsirabevirus","Group","Antsirabevirus",2,1,0.001,5e-04,-0.128733971944502,0.0284317162642579,5.73262276835702e-05,0.000524329809342466,0.914633729297956,0.879978306893575,0.950653956144241
"Seunavirus","Group","Seunavirus",4,5,0.004,0.012,-0.132832513089907,0.0293418349734482,5.74601577561413e-05,0.000524329809342466,0.912039040794837,0.876397631413567,0.949129917880208
"Takahashivirus","Group","Takahashivirus",8,9,0.015,0.0075,-0.125426208271357,0.0277076293613692,5.7511981378685e-05,0.000524329809342466,0.916733177240967,0.882866274487647,0.951899220232449
"Caeruleovirus","Group","Caeruleovirus",1,3,5e-04,0.0015,-0.12948975382729,0.0286081669208082,5.75921109091378e-05,0.000524329809342466,0.914154707364319,0.879306622161426,0.950383868305414
"Xooduovirus","Group","Xooduovirus",3,5,0.0015,0.003,-0.12973919903889,0.0286662525851015,5.76751723086287e-05,0.000524329809342466,0.913996661626649,0.87908522691561,0.95029454697554
"Anatolevirus","Group","Anatolevirus",2,1,0.0025,0.0035,-0.129453977359944,0.0286073391251638,5.77902314619287e-05,0.000524329809342466,0.914177377180622,0.879329416700052,0.95040636771272
"Mosugukvirus","Group","Mosugukvirus",2,2,0.001,0.0015,-0.129235344450365,0.0285607247306252,5.78379968514076e-05,0.000524329809342466,0.914315926492511,0.879518381706352,0.950490212400096
"Galenevirus","Group","Galenevirus",2,5,0.001,0.004,-0.130490016756354,0.0288398297530209,5.78888204206401e-05,0.000524329809342466,0.913521116671871,0.878420675606128,0.950024121449083
"Shenzhenvirus","Group","Shenzhenvirus",2,1,0.004,0.001,-0.12750359467826,0.0281809949951752,5.79230290629951e-05,0.000524329809342466,0.915414091409991,0.881029147944251,0.951141015830506
"Mosigvirus","Group","Mosigvirus",3,2,0.0025,0.005,-0.130195059071067,0.0287764169936794,5.79384316102519e-05,0.000524329809342466,0.913707904324621,0.878675981453081,0.950136514537095
"Zhoulongquanvirus","Group","Zhoulongquanvirus",3,1,0.002,0.001,-0.128482044650239,0.0283998841703724,5.79975393464052e-05,0.000524329809342466,0.914793459049351,0.880170047573902,0.950778858046987
"Agatevirus","Group","Agatevirus",2,4,0.001,0.0035,-0.130235655811474,0.0287957337954081,5.82279408781577e-05,0.000524329809342466,0.913682193388037,0.878628197967794,0.950134712777536
"Unicornvirus","Group","Unicornvirus",4,2,0.002,0.0015,-0.128731489861839,0.0284647253497875,5.82725014428343e-05,0.000524329809342466,0.914635302879628,0.879940358951503,0.950698224900735
"Respirovirus","Group","Respirovirus",0,3,0,0.002,-0.129991126333153,0.0287437130035692,5.82854529505453e-05,0.000524329809342466,0.913837071002019,0.878839242325052,0.950228610784627
"Nanobdella","Group","Nanobdella",19,16,0.045,0.103,-0.14629669750132,0.0323559987933738,5.84552948500811e-05,0.000524329809342466,0.903566884561408,0.864708361443279,0.944171643620174
"Acidiplasma","Group","Acidiplasma",17,16,0.058,0.063,-0.130603713648572,0.0288857681985758,5.84704277709453e-05,0.000524329809342466,0.913449126115036,0.878296634496109,0.950008542932678
"Pseudotevenvirus","Group","Pseudotevenvirus",2,3,0.001,0.002,-0.129487271744627,0.0286402681582694,5.85107681963471e-05,0.000524329809342466,0.914156280121857,0.879269787652521,0.950426952252435
"Aphroditevirus","Group","Aphroditevirus",5,3,0.0045,0.002,-0.127736142666055,0.0282551831666152,5.85749250913553e-05,0.000524329809342466,0.915266547720598,0.880798366429957,0.951083568390109
"Jhansiroadvirus","Group","Jhansiroadvirus",2,2,0.001,0.0025,-0.129726980949887,0.0287026321307807,5.87754578101266e-05,0.000524329809342466,0.914004402236779,0.879049224568022,0.950349564006204
"Faustvirus","Group","Faustvirus",4,4,0.004,0.0025,-0.128251978745106,0.0283802780688353,5.88902674409446e-05,0.000524329809342466,0.914939352367962,0.880333867537321,0.950905161530682
